time,NaOH,CaCl2,DHA,formaldehyde,glycolaldehyde,erythrulose,lyxose
59745.0,45.429006496564,15.450912532837933,15.000000000000105,60.00000000000041,15.000000000000105,14.999999999999998,14.999999999999998
59746.0,45.48596329547257,15.390275055533348,15.000000000000105,60.00000000000041,15.000000000000105,14.999999999999998,14.999999999999998
59747.0,45.54244545439024,15.330142890539634,15.000000000000105,60.00000000000041,15.000000000000105,14.999999999999998,14.999999999999998
59748.0,45.598456928650265,15.270511826920869,15.000000000000105,60.00000000000041,15.000000000000105,14.999999999999998,14.999999999999998
59749.0,45.654001640624784,15.211377688832258,15.000000000000105,60.00000000000041,15.000000000000105,14.999999999999998,14.999999999999998
59750.0,45.70908347999952,15.15273633522772,15.000000000000105,60.00000000000041,15.000000000000105,14.999999999999998,14.999999999999998
59751.0,45.76370630404613,15.094583659569889,15.000000000000105,60.00000000000041,15.000000000000105,14.999999999999998,14.999999999999998
59752.0,45.81787393789235,15.036915589542536,15.000000000000105,60.00000000000041,15.000000000000105,14.999999999999998,14.999999999999998
59753.0,45.87159017478986,14.979728086765412,15.000000000000105,60.00000000000041,15.000000000000105,14.999999999999998,14.999999999999998
59754.0,45.924858776379885,14.923017146511432,15.000000000000105,60.00000000000041,15.000000000000105,14.999999999999998,14.999999999999998
59755.0,45.97768347295666,14.866778797426235,15.000000000000105,60.00000000000041,15.000000000000105,14.999999999999998,14.999999999999998
59756.0,46.03006796372864,14.81100910125008,15.000000000000105,60.00000000000041,15.000000000000105,14.999999999999998,14.999999999999998
59757.0,46.08201591707751,14.75570415254206,15.000000000000105,60.00000000000041,15.000000000000105,14.999999999999998,14.999999999999998
59758.0,46.13353097081514,14.700860078406608,15.000000000000105,60.00000000000041,15.000000000000105,14.999999999999998,14.999999999999998
59759.0,46.184616732438286,14.646473038222284,15.000000000000105,60.00000000000041,15.000000000000105,14.999999999999998,14.999999999999998
59760.0,46.23527677938124,14.59253922337283,15.000000000000105,60.00000000000041,15.000000000000105,14.999999999999998,14.999999999999998
59761.0,46.28551465926633,14.539054856980457,15.000000000000105,60.00000000000041,15.000000000000105,14.999999999999998,14.999999999999998
59762.0,46.335333890152384,14.48601619364135,15.000000000000105,60.00000000000041,15.000000000000105,14.999999999999998,14.999999999999998
59763.0,46.38473796078105,14.433419519163404,15.000000000000105,60.00000000000041,15.000000000000105,14.999999999999998,14.999999999999998
59764.0,46.43373033082115,14.381261150306106,15.000000000000105,60.00000000000041,15.000000000000105,14.999999999999998,14.999999999999998
59765.0,46.48231443111092,14.32953743452262,15.000000000000105,60.00000000000041,15.000000000000105,14.999999999999998,14.999999999999998
59766.0,46.53049366389826,14.278244749703994,15.000000000000105,60.00000000000041,15.000000000000105,14.999999999999998,14.999999999999998
59767.0,46.57827140307905,14.227379503925524,15.000000000000105,60.00000000000041,15.000000000000105,14.999999999999998,14.999999999999998
59768.0,46.62565099443333,14.17693813519521,15.000000000000105,60.00000000000041,15.000000000000105,14.999999999999998,14.999999999999998
59769.0,46.67263575585966,14.126917111204314,15.000000000000105,60.00000000000041,15.000000000000105,14.999999999999998,14.999999999999998
59770.0,46.71922897760744,14.077312929080009,15.000000000000105,60.00000000000041,15.000000000000105,14.999999999999998,14.999999999999998
59771.0,46.76543392250731,14.028122115140071,15.000000000000105,60.00000000000041,15.000000000000105,14.999999999999998,14.999999999999998
59772.0,46.811253826199696,13.979341224649636,15.000000000000105,60.00000000000041,15.000000000000105,14.999999999999998,14.999999999999998
59773.0,46.85669189736131,13.930966841579954,15.000000000000105,60.00000000000041,15.000000000000105,14.999999999999998,14.999999999999998
59774.0,46.90175131792991,13.882995578369185,15.000000000000105,60.00000000000041,15.000000000000105,14.999999999999998,14.999999999999998
59775.0,46.9464352433271,13.835424075685172,15.000000000000105,60.00000000000041,15.000000000000105,14.999999999999998,14.999999999999998
59776.0,46.99074680267932,13.788249002190195,15.000000000000105,60.00000000000041,15.000000000000105,14.999999999999998,14.999999999999998
59777.0,47.03468909903693,13.741467054307677,15.000000000000105,60.00000000000041,15.000000000000105,14.999999999999998,14.999999999999998
59778.0,47.07826520959157,13.695074955990842,15.000000000000105,60.00000000000041,15.000000000000105,14.999999999999998,14.999999999999998
59779.0,47.121478185891576,13.649069458493315,15.000000000000105,60.00000000000041,15.000000000000105,14.999999999999998,14.999999999999998
59780.0,47.16433105405575,13.6034473401416,15.000000000000105,60.00000000000041,15.000000000000105,14.999999999999998,14.999999999999998
59781.0,47.20682681498523,13.558205406109485,15.000000000000105,60.00000000000041,15.000000000000105,14.999999999999998,14.999999999999998
59782.0,46.85980451842629,13.513340488194304,15.000000000000105,60.00000000000041,15.000000000000105,14.999999999999998,14.999999999999998
59783.0,46.51567407433867,13.468849444595085,15.000000000000105,60.00000000000041,15.000000000000105,14.999999999999998,14.999999999999998
59784.0,46.174411383951785,13.424729159692522,15.000000000000105,60.00000000000041,15.000000000000105,14.999999999999998,14.999999999999998
59785.0,45.83599254931812,13.380976543830815,15.000000000000105,60.00000000000041,15.000000000000105,14.999999999999998,14.999999999999998
59786.0,45.50039387163974,13.33758853310129,15.000000000000105,60.00000000000041,15.000000000000105,14.999999999999998,14.999999999999998
59787.0,45.16759184960868,13.294562089127844,15.000000000000105,60.00000000000041,15.000000000000105,14.999999999999998,14.999999999999998
59788.0,44.83756317776121,13.251894198854176,15.000000000000105,60.00000000000041,15.000000000000105,14.999999999999998,14.999999999999998
59789.0,44.510284744845805,13.20958187433279,15.000000000000105,60.00000000000041,15.000000000000105,14.999999999999998,14.999999999999998
59790.0,44.185733632204695,13.167622152515747,15.000000000000105,60.00000000000041,15.000000000000105,14.999999999999998,14.999999999999998
59791.0,43.863887112168925,13.12601209504718,15.000000000000105,60.00000000000041,15.000000000000105,14.999999999999998,14.999999999999998
59792.0,43.54472264646679,13.084748788057516,15.000000000000105,60.00000000000041,15.000000000000105,14.999999999999998,14.999999999999998
59793.0,43.2282178846455,13.043829341959436,15.000000000000105,60.00000000000041,15.000000000000105,14.999999999999998,14.999999999999998
59794.0,42.91435066250606,13.003250891245504,15.000000000000105,60.00000000000041,15.000000000000105,14.999999999999998,14.999999999999998
59795.0,42.60309900055111,12.963010594287525,15.000000000000105,60.00000000000041,15.000000000000105,14.999999999999998,14.999999999999998
59796.0,42.29444110244579,12.923105633137526,15.000000000000105,60.00000000000041,15.000000000000105,14.999999999999998,14.999999999999998
59797.0,41.98835535349134,13.025804127294036,15.000000000000105,60.00000000000041,15.000000000000105,14.999999999999998,14.999999999999998
59798.0,41.68482031911152,13.127646800665907,15.000000000000105,60.00000000000041,15.000000000000105,14.999999999999998,14.999999999999998
59799.0,41.38381474335152,13.228640785093011,15.000000000000105,60.00000000000041,15.000000000000105,14.999999999999998,14.999999999999998
59800.0,41.08531754738953,13.328793152983229,15.000000000000105,60.00000000000041,15.000000000000105,14.999999999999998,14.999999999999998
59801.0,40.78930782806055,13.428110917807688,15.000000000000105,60.00000000000041,15.000000000000105,14.999999999999998,14.999999999999998
59802.0,40.49576485639265,13.526601034591945,15.000000000000105,60.00000000000041,15.000000000000105,14.999999999999998,14.999999999999998
59803.0,40.20466807615532,13.624270400403,15.000000000000105,60.00000000000041,15.000000000000105,14.999999999999998,14.999999999999998
59804.0,39.91599710241996,13.721125854832298,15.000000000000105,60.00000000000041,15.000000000000105,14.999999999999998,14.999999999999998
59805.0,39.6297317201324,13.817174180474684,15.000000000000105,60.00000000000041,15.000000000000105,14.999999999999998,14.999999999999998
59806.0,39.34585188269723,13.912422103403385,15.000000000000105,60.00000000000041,15.000000000000105,14.999999999999998,14.999999999999998
59807.0,39.06433771057402,14.00687629364101,15.000000000000105,60.00000000000041,15.000000000000105,14.999999999999998,14.999999999999998
59808.0,38.78516948988518,14.100543365626656,15.000000000000105,60.00000000000041,15.000000000000105,14.999999999999998,14.999999999999998
59809.0,38.5083276710354,14.193429878679089,15.000000000000105,60.00000000000041,15.000000000000105,14.999999999999998,14.999999999999998
59810.0,38.23379286734272,14.285542337456084,15.000000000000105,60.00000000000041,15.000000000000105,14.999999999999998,14.999999999999998
59811.0,37.9615458536808,14.37688719240994,15.000000000000105,60.00000000000041,15.000000000000105,14.999999999999998,14.999999999999998
59812.0,37.69156756513273,14.467470840239178,15.000000000000105,60.00000000000041,15.000000000000105,14.999999999999998,14.999999999999998
59813.0,37.42383909565589,14.557299624336506,15.000000000000105,60.00000000000041,15.000000000000105,14.999999999999998,14.999999999999998
