label,compound,type,u1,u2,clusters
354.07_0.672,NaOH,Isolation,2.5059752,3.9115143,3
354.07_0.672,formaldehyde,Combined,2.223658,4.251335,3
354.07_0.672,formaldehyde,Isolation,0.4053029,6.2713304,6
354.07_0.672,glycolaldehyde,Combined,2.5422,3.9103687,3
354.07_0.716,DHA,Combined,3.0081074,4.3735404,3
354.07_0.716,NaOH,Isolation,2.8856976,4.3363276,3
354.07_0.716,formaldehyde,Combined,7.65674,5.915403,1
354.07_0.716,glycolaldehyde,Combined,2.9120204,4.3358397,3
354.07_0.835,DHA,Combined,6.6400056,5.9295545,1
354.07_0.835,NaOH,Isolation,7.2080946,7.387423,1
354.07_0.835,formaldehyde,Combined,7.965584,6.759089,1
354.07_0.835,glycolaldehyde,Combined,7.3442626,7.190157,1
369.07_0.678,DHA,Combined,2.5834866,3.9109662,3
369.07_0.678,NaOH,Isolation,2.5442104,3.914797,3
369.07_0.678,formaldehyde,Combined,2.2536626,4.2540727,3
369.07_0.678,formaldehyde,Isolation,0.42387208,6.2070737,6
369.07_0.678,glycolaldehyde,Combined,2.598912,3.9445672,3
369.07_0.724,DHA,Combined,3.0882113,4.402286,3
369.07_0.724,DHA,Isolation,1.106188,9.722049,5
369.07_0.724,NaOH,Isolation,2.9083688,4.3001633,3
369.07_0.724,formaldehyde,Combined,7.7020774,5.976335,1
369.07_0.724,glycolaldehyde,Combined,2.8771553,4.2860055,3
369.07_0.845,DHA,Combined,7.315112,5.8550935,1
369.07_0.845,NaOH,Isolation,7.2937484,5.8356857,1
369.07_0.845,formaldehyde,Combined,7.7104425,6.108946,1
369.07_0.845,glycolaldehyde,Combined,7.1946692,5.8100257,1
369.07_0.9,DHA,Combined,5.5901484,5.273693,3
369.07_0.9,formaldehyde,Combined,7.606196,6.436255,1
369.07_0.9,glycolaldehyde,Combined,5.555321,5.00772,3
369.07_0.939,DHA,Combined,3.2354572,4.4424634,3
369.07_0.939,NaOH,Isolation,2.896183,4.3063183,3
369.07_0.939,formaldehyde,Combined,7.64289,6.0545034,1
369.07_0.939,glycolaldehyde,Combined,2.993574,4.6171026,3
369.07_0.958,DHA,Combined,3.1661077,4.4245296,3
369.07_0.958,NaOH,Isolation,3.2517223,4.512571,3
369.07_0.958,formaldehyde,Combined,7.7286015,5.965602,1
369.07_0.958,glycolaldehyde,Combined,2.9233997,4.3520575,3
373.04_0.615,DHA,Combined,3.0023737,4.3860683,3
373.04_0.615,NaOH,Isolation,3.228201,4.52608,3
373.04_0.615,formaldehyde,Combined,0.016735097,5.276525,6
373.04_0.615,glycolaldehyde,Combined,7.4683695,5.999764,1
373.04_0.665,DHA,Combined,2.876531,4.146144,3
373.04_0.665,NaOH,Isolation,2.894288,4.2506585,3
373.04_0.665,formaldehyde,Combined,2.4954515,4.383945,3
373.04_0.665,formaldehyde,Isolation,0.4656648,6.106406,6
373.04_0.665,glycolaldehyde,Combined,2.936262,4.2448034,3
373.04_0.704,DHA,Combined,0.59674436,1.3419756,4
373.04_0.704,NaOH,Isolation,1.2547858,1.7970285,4
373.04_0.704,formaldehyde,Combined,0.9904597,6.0078506,6
373.04_0.704,glycolaldehyde,Combined,1.2432002,1.888708,4
373.04_0.855,DHA,Combined,0.72931546,6.300128,6
373.04_0.855,formaldehyde,Combined,0.9205033,7.987942,5
373.04_0.855,glycolaldehyde,Combined,0.62356204,6.194282,6
375.04_0.675,DHA,Combined,1.18304,-2.7791274,2
375.04_0.675,NaOH,Isolation,1.3919095,-2.919806,2
375.04_0.675,formaldehyde,Combined,1.0803473,-1.9875247,2
375.04_0.675,formaldehyde,Isolation,0.44281664,6.1639624,6
375.04_0.675,glycolaldehyde,Combined,1.3682321,-2.8835652,2
375.04_0.861,DHA,Combined,1.3593112,-2.9286592,2
375.04_0.861,DHA,Isolation,-0.07919044,5.340956,6
375.04_0.861,NaOH,Isolation,1.3093159,-2.9908657,2
375.04_0.861,formaldehyde,Combined,1.5338831,-3.0643573,2
375.04_0.861,glycolaldehyde,Combined,1.2674493,-2.8575835,2
375.04_0.913,DHA,Combined,2.0288665,-3.230413,2
375.04_0.913,NaOH,Isolation,1.9903338,-2.9929178,2
375.04_0.913,formaldehyde,Combined,1.9665409,-3.6426206,2
375.04_0.913,glycolaldehyde,Combined,1.9431303,-3.4780166,2
375.04_0.958,DHA,Combined,1.929743,-3.7373533,2
375.04_0.958,NaOH,Isolation,1.9006515,-3.769029,2
375.04_0.958,formaldehyde,Combined,1.8780744,-3.8017838,2
375.04_0.958,glycolaldehyde,Combined,1.8514512,-3.7927015,2
375.04_0.994,DHA,Combined,1.8629637,-3.796211,2
375.04_0.994,NaOH,Isolation,1.8009174,-3.7294788,2
375.04_0.994,formaldehyde,Combined,1.8348839,-3.7723017,2
375.04_0.994,glycolaldehyde,Combined,1.7225409,-3.6443744,2
384.08_0.687,DHA,Combined,2.5567396,3.8783398,3
384.08_0.687,NaOH,Isolation,2.5287886,3.9179175,3
384.08_0.687,formaldehyde,Combined,2.2409978,4.256998,3
384.08_0.687,formaldehyde,Isolation,0.41926616,6.1820807,6
384.08_0.687,glycolaldehyde,Combined,2.5405612,3.9059951,3
384.08_0.735,DHA,Combined,1.3118585,0.097465046,4
384.08_0.735,formaldehyde,Combined,2.0149543,4.2225056,3
384.08_0.735,glycolaldehyde,Combined,0.11446527,-1.0307647,2
384.08_0.861,DHA,Combined,5.9823565,5.61891,1
384.08_0.861,NaOH,Isolation,5.706316,5.1869717,1
384.08_0.861,formaldehyde,Combined,7.7732153,6.638576,1
384.08_0.861,glycolaldehyde,Combined,6.1890125,5.35116,1
399.08_0.695,DHA,Combined,0.44778556,1.4406956,4
399.08_0.695,NaOH,Isolation,0.51021075,1.4123762,4
399.08_0.695,formaldehyde,Combined,0.7654241,5.4698057,6
399.08_0.695,glycolaldehyde,Combined,0.5568596,1.4548606,4
399.08_0.744,DHA,Combined,1.9640533,-1.4042795,2
399.08_0.744,NaOH,Isolation,1.6476336,-1.2722006,2
399.08_0.744,formaldehyde,Combined,2.1429613,-2.0734806,2
399.08_0.744,glycolaldehyde,Combined,1.3716478,-1.2635926,2
399.08_0.863,DHA,Combined,7.352046,5.884799,1
399.08_0.863,NaOH,Isolation,7.3301992,5.859601,1
399.08_0.863,formaldehyde,Combined,7.7713275,6.049537,1
399.08_0.863,glycolaldehyde,Combined,7.334583,5.8675804,1
399.08_0.908,DHA,Combined,4.361294,0.94236845,8
399.08_0.908,NaOH,Isolation,2.1739783,-2.8337967,2
399.08_0.908,formaldehyde,Combined,2.2096949,-3.1206572,2
399.08_0.908,glycolaldehyde,Combined,2.0348425,-3.0743163,2
399.08_0.963,formaldehyde,Combined,8.212588,7.1617627,1
399.08_0.996,formaldehyde,Combined,8.214217,7.1465025,1
405.05_0.695,formaldehyde,Isolation,0.46345052,6.1075006,6
405.05_0.724,DHA,Combined,1.1547647,-1.4558034,2
405.05_0.724,NaOH,Isolation,1.0521958,-1.3560146,2
405.05_0.724,formaldehyde,Combined,0.92631567,-1.391945,2
405.05_0.724,glycolaldehyde,Combined,1.0973637,-0.78823507,2
405.05_0.887,DHA,Combined,-0.026034664,-1.3995807,2
405.05_0.887,NaOH,Isolation,-0.054157503,-1.4195132,2
405.05_0.887,formaldehyde,Combined,0.15944235,-0.6897994,2
405.05_0.887,glycolaldehyde,Combined,-0.07449046,-1.4069984,2
405.05_0.917,DHA,Combined,4.329185,0.6144699,8
405.05_0.917,NaOH,Isolation,1.9548013,-3.7052467,2
405.05_0.917,formaldehyde,Combined,1.9014807,-3.8139403,2
405.05_0.917,glycolaldehyde,Combined,1.8860699,-3.8072555,2
405.05_0.978,DHA,Combined,2.0621088,-1.0077175,2
405.05_0.978,NaOH,Isolation,1.426916,-3.1269877,2
405.05_0.978,formaldehyde,Combined,1.5534877,-3.4866142,2
405.05_0.978,glycolaldehyde,Combined,1.1128564,-2.803122,2
405.05_0.997,DHA,Combined,0.23497821,-1.6626849,2
405.05_0.997,NaOH,Isolation,1.0932727,-2.8456225,2
405.05_0.997,formaldehyde,Combined,1.2274696,-3.0267584,2
405.05_0.997,glycolaldehyde,Combined,0.06497511,-1.6369206,2
